id,slug,title,url,http_code,final_url,reason
,"canonical-structure-in-practice-issue-12","","https://peoplerun.ai/canonical-structure-in-practice-issue-12",200,"https://peoplerun.ai/canonical-structure-in-practice-issue-12/",""
,"canonical-structure-in-practice-issue-12-2-dupe-20260202t044351z","","https://peoplerun.ai/canonical-structure-in-practice-issue-12-2-dupe-20260202t044351z",200,"https://peoplerun.ai/canonical-structure-in-practice-issue-12-2-dupe-20260202t044351z/",""
,"canonical-structure-in-practice-issue-13","","https://peoplerun.ai/canonical-structure-in-practice-issue-13",200,"https://peoplerun.ai/canonical-structure-in-practice-issue-13/",""
,"canonical-structure-in-practice-issue-14","","https://peoplerun.ai/canonical-structure-in-practice-issue-14",200,"https://peoplerun.ai/canonical-structure-in-practice-issue-14/",""
,"canonical-structure-in-practice-issue-15","","https://peoplerun.ai/canonical-structure-in-practice-issue-15",200,"https://peoplerun.ai/canonical-structure-in-practice-issue-15/",""
,"canonical-structure-in-practice-newsletter-center","","https://peoplerun.ai/canonical-structure-in-practice-newsletter-center",200,"https://peoplerun.ai/canonical-structure-in-practice-newsletter-center/",""
,"canonical-structure-in-practice-newsletter-index","","https://peoplerun.ai/canonical-structure-in-practice-newsletter-index",200,"https://peoplerun.ai/canonical-structure-in-practice-newsletter-index/",""
,"canonical-structure-in-practice-newsletter-index-2","","https://peoplerun.ai/canonical-structure-in-practice-newsletter-index-2",200,"https://peoplerun.ai/canonical-structure-in-practice-newsletter-index-2/",""
,"canonical-structure-in-practice-newsletter-index-3","","https://peoplerun.ai/canonical-structure-in-practice-newsletter-index-3",200,"https://peoplerun.ai/canonical-structure-in-practice-newsletter-index-3/",""
,"console","","https://peoplerun.ai/console",200,"https://peoplerun.ai/console/",""
,"decommissioned-canonical-structure-duplicate","","https://peoplerun.ai/decommissioned-canonical-structure-duplicate",200,"https://peoplerun.ai/decommissioned-canonical-structure-duplicate/",""
,"domain-registry","","https://peoplerun.ai/domain-registry",200,"https://peoplerun.ai/domain-registry/",""
,"enforcement-addendum-%c2%b7-publisher-studio-intelligence-layer-%c2%b7-token-auth-deterministic-explain-%c2%b7-v1-0","","https://peoplerun.ai/enforcement-addendum-%c2%b7-publisher-studio-intelligence-layer-%c2%b7-token-auth-deterministic-explain-%c2%b7-v1-0",200,"https://peoplerun.ai/enforcement-addendum-%c2%b7-publisher-studio-intelligence-layer-%c2%b7-token-auth-deterministic-explain-%c2%b7-v1-0/",""
,"enforcement-addendum-%c2%b7-social-visual-system-%c2%b7-unpaid-%c2%b7-freeze-extension-%c2%b7-v1-0","","https://peoplerun.ai/enforcement-addendum-%c2%b7-social-visual-system-%c2%b7-unpaid-%c2%b7-freeze-extension-%c2%b7-v1-0",200,"https://peoplerun.ai/enforcement-addendum-%c2%b7-social-visual-system-%c2%b7-unpaid-%c2%b7-freeze-extension-%c2%b7-v1-0/",""
,"enter-the-os","","https://peoplerun.ai/enter-the-os",200,"https://peoplerun.ai/enter-the-os/",""
,"enter-the-system","","https://peoplerun.ai/enter-the-system",200,"https://peoplerun.ai/enter-the-system/",""
,"entry-peoplerunai-com-funnels-products","","https://peoplerun.ai/entry-peoplerunai-com-funnels-products",200,"https://peoplerun.ai/entry-peoplerunai-com-funnels-products/",""
,"entry-peoplerunai-net-community","","https://peoplerun.ai/entry-peoplerunai-net-community",200,"https://peoplerun.ai/entry-peoplerunai-net-community/",""
,"entry-peoplerunai-org-knowledge-lessons","","https://peoplerun.ai/entry-peoplerunai-org-knowledge-lessons",200,"https://peoplerun.ai/entry-peoplerunai-org-knowledge-lessons/",""
,"ep-iv-b-adoption-entry-paths","","https://peoplerun.ai/ep-iv-b-adoption-entry-paths",200,"https://peoplerun.ai/ep-iv-b-adoption-entry-paths/",""
,"external-commerce-link-payhip-checkout","","https://peoplerun.ai/external-commerce-link-payhip-checkout",200,"https://peoplerun.ai/external-commerce-link-payhip-checkout/",""
,"flowbase","","https://peoplerun.ai/flowbase",200,"https://peoplerun.ai/flowbase/",""
,"freedom-to-build-your-own-systems","","https://peoplerun.ai/freedom-to-build-your-own-systems",200,"https://peoplerun.ai/freedom-to-build-your-own-systems/",""
,"global-mutation-guard-v1","","https://peoplerun.ai/global-mutation-guard-v1",200,"https://peoplerun.ai/global-mutation-guard-v1/",""
,"governance-execution-map","","https://peoplerun.ai/governance-execution-map",200,"https://peoplerun.ai/governance-execution-map/",""
,"hard-surface-entry","","https://peoplerun.ai/hard-surface-entry",200,"https://peoplerun.ai/hard-surface-entry/",""
,"hard-surface-idea-pitching","","https://peoplerun.ai/hard-surface-idea-pitching",200,"https://peoplerun.ai/hard-surface-idea-pitching/",""
,"hard-surface-publisher-studio-intelligence-layer-phase-iii","","https://peoplerun.ai/hard-surface-publisher-studio-intelligence-layer-phase-iii",200,"https://peoplerun.ai/hard-surface-publisher-studio-intelligence-layer-phase-iii/",""
,"hard-surface-publisher-studio-intelligence-layer-phase-iii-%c2%b7-deterministic-test-vector-%c2%b7-v1-0","","https://peoplerun.ai/hard-surface-publisher-studio-intelligence-layer-phase-iii-%c2%b7-deterministic-test-vector-%c2%b7-v1-0",200,"https://peoplerun.ai/hard-surface-publisher-studio-intelligence-layer-phase-iii-%c2%b7-deterministic-test-vector-%c2%b7-v1-0/",""
,"hard-surface-publisher-studio-intelligence-layer-phase-iii-%c2%b7-implementation-spec-%c2%b7-v1-0","","https://peoplerun.ai/hard-surface-publisher-studio-intelligence-layer-phase-iii-%c2%b7-implementation-spec-%c2%b7-v1-0",200,"https://peoplerun.ai/hard-surface-publisher-studio-intelligence-layer-phase-iii-%c2%b7-implementation-spec-%c2%b7-v1-0/",""
,"hard-surface-social-commenting-loop","","https://peoplerun.ai/hard-surface-social-commenting-loop",200,"https://peoplerun.ai/hard-surface-social-commenting-loop/",""
,"hard-surface-social-media-plan-unpaid","","https://peoplerun.ai/hard-surface-social-media-plan-unpaid",200,"https://peoplerun.ai/hard-surface-social-media-plan-unpaid/",""
,"hard-surface-social-visual-system-unpaid","","https://peoplerun.ai/hard-surface-social-visual-system-unpaid",200,"https://peoplerun.ai/hard-surface-social-visual-system-unpaid/",""
,"hard-surface-social-visual-system-unpaid-2","","https://peoplerun.ai/hard-surface-social-visual-system-unpaid-2",200,"https://peoplerun.ai/hard-surface-social-visual-system-unpaid-2/",""
,"home","","https://peoplerun.ai/home",200,"https://peoplerun.ai/home/",""
,"how-it-works","","https://peoplerun.ai/how-it-works",200,"https://peoplerun.ai/how-it-works/",""
,"how-to-install-peoplerun-ai","","https://peoplerun.ai/how-to-install-peoplerun-ai",200,"https://peoplerun.ai/how-to-install-peoplerun-ai/",""
,"how-to-use-publisher","","https://peoplerun.ai/how-to-use-publisher",200,"https://peoplerun.ai/how-to-use-publisher/",""
,"hr-style-surface","","https://peoplerun.ai/hr-style-surface",200,"https://peoplerun.ai/hr-style-surface/",""
,"indices-redirect","","https://peoplerun.ai/indices-redirect",200,"https://peoplerun.ai/indices-redirect/",""
,"install-peoplerun-ai","","https://peoplerun.ai/install-peoplerun-ai",200,"https://peoplerun.ai/install-peoplerun-ai/",""
,"intelligence-authority-ledger-v1","","https://peoplerun.ai/intelligence-authority-ledger-v1",200,"https://peoplerun.ai/intelligence-authority-ledger-v1/",""
,"iv-b-adoption-signals-metrics","","https://peoplerun.ai/iv-b-adoption-signals-metrics",200,"https://peoplerun.ai/iv-b-adoption-signals-metrics/",""
,"iv-b-usage-loops-return-triggers","","https://peoplerun.ai/iv-b-usage-loops-return-triggers",200,"https://peoplerun.ai/iv-b-usage-loops-return-triggers/",""
,"layer-1-%c2%b7-flowbase-the-canonical-file-system","","https://peoplerun.ai/layer-1-%c2%b7-flowbase-the-canonical-file-system",200,"https://peoplerun.ai/layer-1-%c2%b7-flowbase-the-canonical-file-system/",""
,"layer-3-3-lane-engine","","https://peoplerun.ai/layer-3-3-lane-engine",200,"https://peoplerun.ai/layer-3-3-lane-engine/",""
,"layer-4-domains","","https://peoplerun.ai/layer-4-domains",200,"https://peoplerun.ai/layer-4-domains/",""
,"micro-expand-component-magazine-1-standard-v1-1","","https://peoplerun.ai/micro-expand-component-magazine-1-standard-v1-1",200,"https://peoplerun.ai/micro-expand-component-magazine-1-standard-v1-1/",""
,"micro-expander-system-specification","","https://peoplerun.ai/micro-expander-system-specification",200,"https://peoplerun.ai/micro-expander-system-specification/",""
,"mission-control-restored-deconflicted","","https://peoplerun.ai/mission-control-restored-deconflicted",200,"https://peoplerun.ai/mission-control-restored-deconflicted/",""
,"mission_control","","https://peoplerun.ai/mission_control",200,"https://peoplerun.ai/mission_control/",""
